"ACTIONEVENTID","BATTLE","FIELD","DESC","TARGETTYPE","PARAMETERTYPE","TARGETNAME","ATTR","VAL","P","SPREAD","DCT","ANIMATIONID","ANIMATIONMOVETYPE"
"E01048","TRUE","TRUE","HP斬撃70","RANDOM","STATUS","HP","CHOP","-70","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01049","TRUE","TRUE","HP斬撃80","RANDOM","STATUS","HP","CHOP","-80","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01050","TRUE","TRUE","HP斬撃90","RANDOM","STATUS","HP","CHOP","-90","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01051","TRUE","TRUE","HP斬撃100","RANDOM","STATUS","HP","CHOP","-100","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01052","TRUE","TRUE","HP衝撃5","RANDOM","STATUS","HP","IMPACT","-5","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01053","TRUE","TRUE","HP衝撃10","RANDOM","STATUS","HP","IMPACT","-10","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01054","TRUE","TRUE","HP衝撃20","RANDOM","STATUS","HP","IMPACT","-20","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01055","TRUE","TRUE","HP衝撃30","RANDOM","STATUS","HP","IMPACT","-30","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01056","TRUE","TRUE","HP衝撃40","RANDOM","STATUS","HP","IMPACT","-40","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01057","TRUE","TRUE","HP衝撃50","RANDOM","STATUS","HP","IMPACT","-50","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01058","TRUE","TRUE","HP衝撃60","RANDOM","STATUS","HP","IMPACT","-60","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01059","TRUE","TRUE","HP衝撃70","RANDOM","STATUS","HP","IMPACT","-70","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01060","TRUE","TRUE","HP衝撃80","RANDOM","STATUS","HP","IMPACT","-80","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01061","TRUE","TRUE","HP衝撃90","RANDOM","STATUS","HP","IMPACT","-90","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01062","TRUE","TRUE","HP衝撃100","RANDOM","STATUS","HP","IMPACT","-100","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01063","TRUE","TRUE","HP刺突5","RANDOM","STATUS","HP","STAB","-5","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01064","TRUE","TRUE","HP刺突10","RANDOM","STATUS","HP","STAB","-10","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01065","TRUE","TRUE","HP刺突20","RANDOM","STATUS","HP","STAB","-20","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01066","TRUE","TRUE","HP刺突30","RANDOM","STATUS","HP","STAB","-30","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01067","TRUE","TRUE","HP刺突40","RANDOM","STATUS","HP","STAB","-40","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01068","TRUE","TRUE","HP刺突50","RANDOM","STATUS","HP","STAB","-50","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01069","TRUE","TRUE","HP刺突60","RANDOM","STATUS","HP","STAB","-60","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01070","TRUE","TRUE","HP刺突70","RANDOM","STATUS","HP","STAB","-70","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01071","TRUE","TRUE","HP刺突80","RANDOM","STATUS","HP","STAB","-80","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01072","TRUE","TRUE","HP刺突90","RANDOM","STATUS","HP","STAB","-90","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01073","TRUE","TRUE","HP刺突100","RANDOM","STATUS","HP","STAB","-100","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01074","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","FLAME","-5","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01075","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","FLAME","-10","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01076","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","FLAME","-20","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01077","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","FLAME","-30","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01078","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","FLAME","-40","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01079","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","FLAME","-50","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01080","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","FLAME","-60","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01081","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","FLAME","-70","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01082","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","FLAME","-80","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01083","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","FLAME","-90","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01084","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","FLAME","-100","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01085","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","ICE","-5","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01086","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","ICE","-10","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01087","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","ICE","-20","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01088","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","ICE","-30","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01089","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","ICE","-40","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01090","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","ICE","-50","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01091","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","ICE","-60","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01092","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","ICE","-70","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01093","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","ICE","-80","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01094","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","ICE","-90","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01095","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","ICE","-100","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01096","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","WATER","-5","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01097","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","WATER","-10","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01098","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","WATER","-20","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01099","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","WATER","-30","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01100","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","WATER","-40","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01101","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","WATER","-50","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01102","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","WATER","-60","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01103","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","WATER","-70","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01104","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","WATER","-80","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01105","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","WATER","-90","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01106","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","WATER","-100","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01107","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","THNDER","-5","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01108","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","THNDER","-10","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01109","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","THNDER","-20","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01110","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","THNDER","-30","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01111","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","THNDER","-40","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01112","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","THNDER","-50","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01113","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","THNDER","-60","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01114","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","THNDER","-70","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01115","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","THNDER","-80","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01116","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","THNDER","-90","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01117","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","THNDER","-100","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01118","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","AIR","-5","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01119","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","AIR","-10","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01120","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","AIR","-20","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01121","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","AIR","-30","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01122","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","AIR","-40","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01123","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","AIR","-50","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01124","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","AIR","-60","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01125","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","AIR","-70","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01126","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","AIR","-80","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01127","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","AIR","-90","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01128","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","AIR","-100","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01129","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","EARTH","-5","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01130","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","EARTH","-10","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01131","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","EARTH","-20","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01132","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","EARTH","-30","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01133","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","EARTH","-40","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01134","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","EARTH","-50","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01135","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","EARTH","-60","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01136","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","EARTH","-70","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01137","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","EARTH","-80","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01138","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","EARTH","-90","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01139","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","EARTH","-100","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01140","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","LIGHT","-5","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01141","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","LIGHT","-10","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01142","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","LIGHT","-20","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01143","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","LIGHT","-30","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01144","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","LIGHT","-40","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01145","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","LIGHT","-50","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01146","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","LIGHT","-60","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01147","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","LIGHT","-70","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01148","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","LIGHT","-80","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01149","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","LIGHT","-90","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01150","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","LIGHT","-100","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01151","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","DARK","-5","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01152","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","DARK","-10","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01153","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","DARK","-20","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01154","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","DARK","-30","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01155","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","DARK","-40","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01156","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","DARK","-50","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01157","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","DARK","-60","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01158","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","DARK","-70","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01159","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","DARK","-80","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01160","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","DARK","-90","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01161","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","DARK","-100","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01162","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","MYSTERY","-5","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01163","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","MYSTERY","-10","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01164","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","MYSTERY","-20","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01165","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","MYSTERY","-30","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01166","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","MYSTERY","-40","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01167","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","MYSTERY","-50","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01168","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","MYSTERY","-60","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01169","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","MYSTERY","-70","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01170","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","MYSTERY","-80","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01171","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","MYSTERY","-90","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01172","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","MYSTERY","-100","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01173","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","ALCHEMY","-5","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01174","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","ALCHEMY","-10","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01175","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","ALCHEMY","-20","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01176","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","ALCHEMY","-30","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01177","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","ALCHEMY","-40","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01178","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","ALCHEMY","-50","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01179","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","ALCHEMY","-60","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01180","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","ALCHEMY","-70","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01181","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","ALCHEMY","-80","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01182","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","ALCHEMY","-90","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01183","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","ALCHEMY","-100","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01184","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","SPIRIT","-5","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01185","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","SPIRIT","-10","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01186","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","SPIRIT","-20","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01187","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","SPIRIT","-30","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01188","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","SPIRIT","-40","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01189","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","SPIRIT","-50","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01190","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","SPIRIT","-60","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01191","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","SPIRIT","-70","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01192","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","SPIRIT","-80","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01193","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","SPIRIT","-90","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01194","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","SPIRIT","-100","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01195","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","SPACE_TIME","-5","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01196","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","SPACE_TIME","-10","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01197","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","SPACE_TIME","-20","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01198","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","SPACE_TIME","-30","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01199","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","SPACE_TIME","-40","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01200","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","SPACE_TIME","-50","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01201","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","SPACE_TIME","-60","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01202","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","SPACE_TIME","-70","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01203","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","SPACE_TIME","-80","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01204","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","SPACE_TIME","-90","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01205","TRUE","TRUE","属性ダメージ","RANDOM","STATUS","HP","SPACE_TIME","-100","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01206","TRUE","TRUE","状態異常付与稀","RANDOM","ADD_CONDITION","C_WOOD","","0","0.05","0.05","","",""
"E01207","TRUE","TRUE","状態異常付与低","RANDOM","ADD_CONDITION","C_WOOD","","0","0.1","0.05","","",""
"E01208","TRUE","TRUE","状態異常付与中","RANDOM","ADD_CONDITION","C_WOOD","","0","0.25","0.05","","",""
"E01209","TRUE","TRUE","状態異常付与高","RANDOM","ADD_CONDITION","C_WOOD","","0","0.5","0.05","","",""
"E01210","TRUE","TRUE","状態異常付与確定","RANDOM","ADD_CONDITION","C_WOOD","","0","1","0.05","","",""
"E01211","TRUE","TRUE","状態異常付与稀","RANDOM","ADD_CONDITION","C_WET","","0","0.05","0.05","","",""
